"","FITXA_ID","TIPUS","AREA","ELEMENT","DETALL","DIA_DATA_ALTA","MES_DATA_ALTA","ANY_DATA_ALTA","DIA_DATA_TANCAMENT","MES_DATA_TANCAMENT","ANY_DATA_TANCAMENT","CODI_DISTRICTE","DISTRICTE","CODI_BARRI","BARRI","SECCIO_CENSAL","TIPUS_VIA","CARRER","NUMERO","COORDENADA_X","COORDENADA_Y","LONGITUD","LATITUD","SUPORT","CANALS_RESPOSTA"
"37",123583,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",22,1,2015,28,1,2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",94,"Carrer","Bertran",139,428089.7729,4584692.72,2.139602314,41.4105671,"TELÈFON","EMAIL"
"38",123657,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",27,1,2015,28,1,2015,7,"Horta-Guinardó",35,"el Guinardó",27,"Carrer","Brussel.les",22,430578.2122,4585406.423,2.169291253,41.41721395,"WEB","IMMEDIATA"
"39",123726,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",28,1,2015,28,1,2015,10,"Sant Martí",68,"el Poblenou",62,"Carrer","Joncar",35,433506.6082,4583620.148,2.20452573,41.40137311,"PROXIMITAT GUB","IMMEDIATA"
"40",123939,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",21,1,2015,29,1,2015,2,"Eixample",10,"Sant Antoni",169,"Ronda","Sant Pau",43,430172.8358,4580955.724,2.164954228,41.37709291,"MÒBIL","EMAIL"
"41",123980,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",23,1,2015,29,1,2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",52,"Carrer","Àlaba",48,432783.2908,4582928.447,2.195950137,41.39508301,"TELÈFON","IMMEDIATA"
"42",123838,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",27,1,2015,29,1,2015,6,"Gràcia",31,"la Vila de Gràcia",58,"Carrer","Còrsega",379,430020.5363,4583425.369,2.162847807,41.39932295,"TELÈFON","IMMEDIATA"
"43",124357,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",26,1,2015,30,1,2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",95,"Carrer","Consell de Cent",194,429484.8737,4581743.812,2.156636208,41.38413096,"WEB","EMAIL"
"44",124964,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",28,1,2015,2,2,2015,4,"Les Corts",19,"les Corts",24,"Avinguda","Diagonal",662,427164.5076,4582339.512,2.128815946,41.38928946,"TELÈFON","IMMEDIATA"
"45",125805,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",30,1,2015,3,2,2015,1,"Ciutat Vella",1,"el Raval",13,"Carrer","Riera Alta",33,430239.3086,4581316.426,2.165707561,41.3803474,"WEB","EMAIL"
"46",125990,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",28,1,2015,4,2,2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",93,"Carrer","Casanova",80,429609.0385,4581954.569,2.158096584,41.38604005,"TELÈFON","IMMEDIATA"
"47",126372,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",28,1,2015,4,2,2015,3,"Sants-Montjuïc",13,"la Marina de Port",27,"Carrer","Alumini",48,427515.5563,4578930.771,2.133421952,41.35861994,"WEB","EMAIL"
"48",126375,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",30,1,2015,4,2,2015,10,"Sant Martí",70,"el Besòs i el Maresme",89,"Rambla","Prim",83,434154.5367,4585264.832,2.212097368,41.41623969,"TELÈFON","NO VOL RESPOSTA"
"49",126376,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",31,1,2015,4,2,2015,3,"Sants-Montjuïc",13,"la Marina de Port",32,"Carrer","Mare de Déu de Port",148,428379.807,4578844.586,2.143763446,41.35792103,"TELÈFON","EMAIL"
"50",126377,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",2,2,2015,4,2,2015,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"51",126378,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",4,2,2015,4,2,2015,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"52",127019,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",29,1,2015,6,2,2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample",120,"Carrer","Provença",100,428819.2744,4581839.598,2.1486652,41.38493506,"WEB","EMAIL"
"53",126826,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",5,2,2015,6,2,2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Carrer","Sancho de Ávila",91,432481.608,4583538.189,2.19227374,41.40054952,"WEB","EMAIL"
"54",127085,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",6,2,2015,6,2,2015,10,"Sant Martí",68,"el Poblenou",58,"Passatge","Ferrer i Vidal",6,433071.6581,4583431.062,2.199343721,41.39963398,"MÒBIL","SMS"
"55",127105,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",6,2,2015,6,2,2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",8,"Carrer","Dos de Maig",304,431230.5878,4584696.379,2.177177587,41.41087492,"TELÈFON","IMMEDIATA"
"56",127148,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",6,2,2015,9,2,2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",53,"Carrer","Portal Nou",29,431499.4237,4582250.541,2.180670614,41.38886898,"TELÈFON","IMMEDIATA"
"57",128381,"CONSULTA","Mobilitat","A peu o en bicicleta","Registre de bicicletes",9,2,2015,11,2,2015,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"58",128435,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",9,2,2015,11,2,2015,10,"Sant Martí",73,"la Verneda i la Pau",130,"Rambla","Guipúscoa",123,433409.1377,4585814.774,2.203118248,41.42113143,"WEB","NO VOL RESPOSTA"
"59",128216,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",9,2,2015,11,2,2015,2,"Eixample",5,"el Fort Pienc",18,"Carrer","Sicília",173,431131.113,4583426.763,2.176131957,41.3994314,"WEB","EMAIL"
"60",128270,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",11,2,2015,11,2,2015,2,"Eixample",5,"el Fort Pienc",18,"Carrer","Sicília",173,431131.113,4583426.763,2.176131957,41.3994314,"WEB","EMAIL"
"61",128547,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",11,2,2015,12,2,2015,1,"Ciutat Vella",3,"la Barceloneta",35,"Passeig","Marítim de la Barceloneta",5,432449.5071,4581191.951,2.192151408,41.37941488,"TELÈFON","IMMEDIATA"
"62",129171,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",28,1,2015,13,2,2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",93,"Carrer","Consell de Cent",230,429719.1388,4581973.324,2.159411115,41.3862186,"TELÈFON","IMMEDIATA"
"63",129180,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",30,1,2015,13,2,2015,2,"Eixample",7,"la Dreta de l'Eixample",67,"Passeig","Sant Joan",60,430943.3132,4583096.736,2.173923201,41.39644284,"TELÈFON","IMMEDIATA"
"64",129184,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",3,2,2015,13,2,2015,2,"Eixample",10,"Sant Antoni",168,"Carrer","Viladomat",60,429768.3198,4581036.27,2.160107885,41.37778316,"TELÈFON","IMMEDIATA"
"65",129040,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",6,2,2015,13,2,2015,6,"Gràcia",31,"la Vila de Gràcia",52,"Carrer","Or",31,429605.4475,4584066.379,2.157808144,41.40506006,"WEB","IMMEDIATA"
"66",129076,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",7,2,2015,13,2,2015,4,"Les Corts",20,"la Maternitat i Sant Ramon",46,"Carrer","Cardenal Reig",31,426034.3445,4581108.322,2.115449913,41.37809754,"MÒBIL","EMAIL"
"67",129000,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",9,2,2015,13,2,2015,2,"Eixample",10,"Sant Antoni",167,"Carrer","Viladomat",65,429697.1839,4581068.683,2.159253508,41.37806888,"TELÈFON","EMAIL"
"68",129817,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",14,2,2015,16,2,2015,9,"Sant Andreu",61,"la Sagrera",64,"Carrer","Felip II",36,432280.4418,4585534.93,2.189643953,41.41851663,"TELÈFON","IMMEDIATA"
"69",129936,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",28,1,2015,17,2,2015,2,"Eixample",7,"la Dreta de l'Eixample",81,"Passatge","Mercader",4,429725.7094,4582700.214,2.159405364,41.39276602,"MÒBIL","EMAIL"
"70",130219,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",11,2,2015,17,2,2015,10,"Sant Martí",65,"el Clot",38,"Carrer","Clot",68,432169.8299,4584381.716,2.188449751,41.40812066,"TELÈFON","IMMEDIATA"
"71",130053,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",14,2,2015,17,2,2015,2,"Eixample",10,"Sant Antoni",163,"Gran Via","Corts Catalanes",530,429698.6695,4581536.881,2.159216959,41.38228592,"TELÈFON","NO VOL RESPOSTA"
"72",131025,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",16,2,2015,19,2,2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample",144,"Gran Via","Corts Catalanes",523,429605.3053,4581529.084,2.158101372,41.38220753,"TELÈFON","SMS"
"73",131190,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",16,2,2015,19,2,2015,4,"Les Corts",19,"les Corts",24,"Avinguda","Diagonal",662,427164.5076,4582339.512,2.128815946,41.38928946,"WEB","IMMEDIATA"
"74",131414,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",18,2,2015,20,2,2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Carrer","Sancho de Ávila",148,432694.7527,4583716.116,2.194803578,41.40216992,"MÒBIL","SMS"
"75",131710,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",20,2,2015,22,2,2015,9,"Sant Andreu",61,"la Sagrera",65,"Carrer","Felip II",74,432157.3046,4585661.471,2.188156397,41.41964596,"TELÈFON","IMMEDIATA"
"76",131731,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",9,2,2015,23,2,2015,3,"Sants-Montjuïc",11,"el Poble Sec",1,"Avinguda","Paral.lel",141,429608.447,4580707.495,2.158234365,41.37480802,"TELÈFON","CARTA"
"77",131735,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",13,2,2015,23,2,2015,3,"Sants-Montjuïc",11,"el Poble Sec",12,"Carrer","Margarit",2,430080.6237,4580691.512,2.163882075,41.37470523,"TELÈFON","CARTA"
"78",131980,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",21,2,2015,23,2,2015,1,"Ciutat Vella",2,"el Barri Gòtic",28,"Plaça","Pi",1,430897.9503,4581526.229,2.173559771,41.38229388,"TELÈFON","IMMEDIATA"
"79",132611,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",3,7,2014,24,2,2015,1,"Ciutat Vella",2,"el Barri Gòtic",31,"Passeig","Colom",1,431558.9292,4581378.405,2.181480803,41.38101896,"WEB","EMAIL"
"80",132314,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",16,2,2015,24,2,2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",98,"Carrer","Mallorca",170,429419.9424,4582240.865,2.155801801,41.38860205,"TELÈFON","IMMEDIATA"
"81",132315,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",16,2,2015,24,2,2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample",111,"Passatge","Sagristà",1,428531.0404,4582159.841,2.145180456,41.38779381,"TELÈFON","IMMEDIATA"
"82",132553,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",17,2,2015,24,2,2015,2,"Eixample",5,"el Fort Pienc",20,"Carrer","Diputació",471,431528.4999,4583583.921,2.180867593,41.4008808,"WEB","EMAIL"
"83",132870,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",26,1,2015,25,2,2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",86,"Avinguda","Diagonal",435,429005.7904,4582851.833,2.150777093,41.39406837,"WEB","EMAIL"
"84",132923,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",27,1,2015,25,2,2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",52,"Carrer","Vallmajor",34,428010.0623,4583567.13,2.138782569,41.40042225,"INSTÀNCIA","EMAIL"
"85",133125,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",3,2,2015,25,2,2015,7,"Horta-Guinardó",43,"Horta",122,"Passeig","Maragall",411,430054.207,4586675.311,2.162874821,41.42859689,"WEB","EMAIL"
"86",133130,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",3,2,2015,25,2,2015,4,"Les Corts",19,"les Corts",20,"Plaça","Doctor Ignasi Barraquer",7,428220.1359,4582427.255,2.14143053,41.39017462,"WEB","EMAIL"
"87",133133,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",3,2,2015,25,2,2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",52,"Carrer","Trafalgar",60,431277.4535,4582405.22,2.177998362,41.39024319,"TELÈFON","EMAIL"
"88",133136,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",3,2,2015,25,2,2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",67,"Carrer","Balmes",191,429143.526,4583166.303,2.152387698,41.39691283,"WEB","EMAIL"
"89",133142,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",6,2,2015,25,2,2015,2,"Eixample",10,"Sant Antoni",154,"Avinguda","Mistral",59,429329.9296,4580838.593,2.154888824,41.37596437,"WEB","EMAIL"
"90",133077,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",12,2,2015,25,2,2015,3,"Sants-Montjuïc",13,"la Marina de Port",32,"Carrer","Foc",0,428283.2877,4578687.142,2.142628268,41.35649439,"WEB","EMAIL"
"91",133147,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",13,2,2015,25,2,2015,2,"Eixample",7,"la Dreta de l'Eixample",81,"Carrer","Balmes",108,429671.978,4582659,2.158767501,41.39239013,"CORREU ELECTRÒNIC","EMAIL"
"92",133151,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",15,2,2015,25,2,2015,9,"Sant Andreu",60,"Sant Andreu",31,"Carrer","Palomar",48,432427.3429,4588148.55,2.191109491,41.44206899,"WEB","EMAIL"
"93",133160,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",15,2,2015,25,2,2015,10,"Sant Martí",68,"el Poblenou",65,"Carrer","Pallars",258,433255.7669,4583892.454,2.201495117,41.40380492,"TELÈFON","EMAIL"
"94",132834,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",20,2,2015,25,2,2015,3,"Sants-Montjuïc",15,"Hostafrancs",53,"Plaça","Espanya",5,428762.2159,4580733.061,2.148112914,41.37496382,"WEB","EMAIL"
"95",133030,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",21,2,2015,25,2,2015,1,"Ciutat Vella",2,"el Barri Gòtic",28,"Plaça","Pi",1,430897.9503,4581526.229,2.173559771,41.38229388,"TELÈFON","EMAIL"
"96",133533,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",30,10,2014,26,2,2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",68,"Plaça","Gal.la Placídia",1,429190.2325,4583350.363,2.152924834,41.39857471,"WEB","EMAIL"
"97",133535,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",30,10,2014,26,2,2015,2,"Eixample",6,"la Sagrada Família",53,"Carrer","Nàpols",238,430731.1413,4583675.722,2.171319149,41.40163932,"WEB","EMAIL"
"98",133536,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",3,11,2014,26,2,2015,5,"Sarrià-Sant Gervasi",23,"Sarrià",17,"Passeig","Manuel Girona",41,426848.535,4582579.146,2.125008084,41.39141906,"PROXIMITAT GUB","NO VOL RESPOSTA"
"99",133537,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",4,11,2014,26,2,2015,1,"Ciutat Vella",2,"el Barri Gòtic",27,"Plaça","Regomir",0,431331.8743,4581437.197,2.178758951,41.38152914,"INSTÀNCIA","CARTA"
"100",133539,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",5,11,2014,26,2,2015,6,"Gràcia",31,"la Vila de Gràcia",56,"Carrer","Josep Torres",23,429947.2917,4583629.328,2.161948085,41.40115355,"WEB","EMAIL"
