"","FITXA_ID","TIPUS","AREA","ELEMENT","DETALL","DIA_DATA_ALTA","MES_DATA_ALTA","ANY_DATA_ALTA","DIA_DATA_TANCAMENT","MES_DATA_TANCAMENT","ANY_DATA_TANCAMENT","CODI_DISTRICTE","DISTRICTE","CODI_BARRI","BARRI","SECCIO_CENSAL","TIPUS_VIA","CARRER","NUMERO","COORDENADA_X","COORDENADA_Y","LONGITUD","LATITUD","SUPORT","CANALS_RESPOSTA"
"27",742,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"28",745,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"29",747,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"30",748,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","NO VOL RESPOSTA"
"31",749,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","NO VOL RESPOSTA"
"32",751,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","NO VOL RESPOSTA"
"33",754,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"34",866,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"35",757,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"36",758,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,1,2014,7,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"37",1001,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",30,10,2013,8,1,2014,10,"Sant Martí",71,"Provençals del Poblenou",101,"Carrer","Fluvià",136,433324.0998,4584656.892,2.202228332,41.41069567,"WEB","EMAIL"
"38",997,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",29,11,2013,8,1,2014,9,"Sant Andreu",60,"Sant Andreu",32,"Carrer","Fernando Pessoa",47,432571.458,4588265.434,2.192821436,41.44313384,"TELÈFON","EMAIL"
"39",991,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",10,12,2013,8,1,2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",43,"Carrer","Pallars",85,432273.5444,4582973.832,2.18984803,41.39544901,"TELÈFON","CARTA"
"40",1169,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",17,12,2013,8,1,2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",117,"Carrer","Provença",111,429023.1805,4582070.875,2.151076602,41.3870361,"WEB","EMAIL"
"41",1146,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",8,1,2014,8,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","NO VOL RESPOSTA"
"42",1043,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",8,1,2014,8,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","NO VOL RESPOSTA"
"43",1044,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",8,1,2014,8,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","EMAIL"
"44",1379,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",27,12,2013,9,1,2014,3,"Sants-Montjuïc",11,"el Poble Sec",12,"Carrer","Blai",48,430025.8462,4580638.695,2.163233192,41.37422476,"TELÈFON","IMMEDIATA"
"45",1601,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",31,12,2013,9,1,2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",76,"Carrer","Josep Pla",45,434234.1681,4584645.902,2.213117427,41.41067167,"WEB","EMAIL"
"46",1527,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",8,1,2014,9,1,2014,3,"Sants-Montjuïc",18,"Sants",109,"Carrer","Alcolea",97,427713.0005,4581150.745,2.135517564,41.37863218,"TELÈFON","IMMEDIATA"
"47",1781,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",8,1,2014,9,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"48",1998,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",18,12,2013,10,1,2014,9,"Sant Andreu",61,"la Sagrera",57,"Avinguda","Meridiana",306,432084.3197,4586081.428,2.187235941,41.42342221,"WEB","EMAIL"
"49",2002,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",29,12,2013,10,1,2014,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28,"Carrer","Anglí",31,426929.4054,4583544.608,2.125858796,41.40012192,"WEB","EMAIL"
"50",2286,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",8,1,2014,10,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"51",2281,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",9,1,2014,10,1,2014,9,"Sant Andreu",60,"Sant Andreu",32,"Passeig","Torras i Bages",130,432412.3521,4588306.404,2.190912397,41.44348947,"MÒBIL","EMAIL"
"52",2349,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",8,1,2014,11,1,2014,9,"Sant Andreu",60,"Sant Andreu",28,"Carrer","Cinca",27,432495.2068,4587724.666,2.19196915,41.43825693,"WEB","IMMEDIATA"
"53",2381,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",10,1,2014,11,1,2014,3,"Sants-Montjuïc",18,"Sants",107,"Carrer","Puiggarí",25,427993.2793,4581339.485,2.138846639,41.38035722,"TELÈFON","IMMEDIATA"
"54",2644,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",27,11,2013,13,1,2014,2,"Eixample",10,"Sant Antoni",159,"Gran Via","Corts Catalanes",470,429392.8007,4581233.6,2.155594576,41.37952758,"WEB","EMAIL"
"55",2778,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",8,1,2014,13,1,2014,10,"Sant Martí",68,"el Poblenou",70,"Carrer","Pujades",250,433460.7913,4583903.686,2.203946496,41.40392308,"WEB","EMAIL"
"56",2783,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",8,1,2014,13,1,2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",78,"Carrer","Bac de Roda",10,434047.0189,4583732.614,2.210977931,41.40243058,"WEB","EMAIL"
"57",2604,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",13,1,2014,13,1,2014,2,"Eixample",6,"la Sagrada Família",42,"Carrer","Lepant",350,430791.4689,4584394.991,2.171958546,41.40812274,"WEB","NO VOL RESPOSTA"
"58",2692,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",13,1,2014,13,1,2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",43,"Carrer","Pujades",51,432477.2797,4582972.045,2.192285102,41.39545005,"WEB","EMAIL"
"59",3065,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",16,12,2013,14,1,2014,2,"Eixample",10,"Sant Antoni",168,"Carrer","Manso",41,429862.5775,4580982.13,2.161241251,41.37730376,"WEB","EMAIL"
"60",3060,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",17,12,2013,14,1,2014,1,"Ciutat Vella",2,"el Barri Gòtic",31,"Plaça","Mercè",0,431396.8216,4581199.448,2.17956253,41.37939334,"WEB","EMAIL"
"61",2958,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",8,1,2014,14,1,2014,2,"Eixample",7,"la Dreta de l'Eixample",82,"Passeig","Gràcia",100,429869.919,4583019.059,2.161093244,41.39565034,"WEB","EMAIL"
"62",3268,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",14,1,2014,14,1,2014,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",11,"Plaça","Virrei Amat",6,431006.7966,4586825.217,2.17425735,41.43002942,"TELÈFON","SMS"
"63",3824,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",20,12,2013,15,1,2014,5,"Sarrià-Sant Gervasi",23,"Sarrià",18,"Carrer","Benet Mateu",49,426942.6831,4582840.323,2.126102593,41.39377994,"WEB","EMAIL"
"64",3849,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",10,1,2014,15,1,2014,9,"Sant Andreu",60,"Sant Andreu",32,"Passeig","Torras i Bages",130,432412.3521,4588306.404,2.190912397,41.44348947,"TELÈFON","EMAIL"
"65",3419,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",14,1,2014,15,1,2014,1,"Ciutat Vella",2,"el Barri Gòtic",30,"Passeig","Colom",24,431329.9998,4580982.454,2.178788062,41.37743324,"WEB","NO VOL RESPOSTA"
"66",4043,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",17,12,2013,16,1,2014,6,"Gràcia",31,"la Vila de Gràcia",45,"Passeig","Gràcia",118,429695.4682,4583209.5,2.158984541,41.39735034,"INSTÀNCIA","CARTA"
"67",4011,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",19,12,2013,16,1,2014,2,"Eixample",7,"la Dreta de l'Eixample",60,"Carrer","Bruc",160,430152.2906,4583310.432,2.16443706,41.3982992,"TELÈFON","IMMEDIATA"
"68",4008,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",19,12,2013,16,1,2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",132,"Carrer","València",24,428627.4738,4581276.079,2.146437847,41.37984265,"TELÈFON","IMMEDIATA"
"69",4016,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",30,12,2013,16,1,2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",111,"Passatge","Sagristà",4,428533.5425,4582171.413,2.145209014,41.38789826,"TELÈFON","IMMEDIATA"
"70",4019,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",30,12,2013,16,1,2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",124,"Carrer","Rocafort",239,428536.0102,4581872.927,2.145273737,41.38521012,"TELÈFON","IMMEDIATA"
"71",4005,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",6,1,2014,16,1,2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89,"Carrer","Balmes",81,429802.6209,4582491.65,2.160349429,41.39089427,"TELÈFON","SMS"
"72",4029,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",13,1,2014,16,1,2014,1,"Ciutat Vella",1,"el Raval",20,"Carrer","Carme",34,430598.5907,4581514.468,2.169981226,41.38216218,"WEB","EMAIL"
"73",4197,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",14,1,2014,16,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"74",4109,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",14,1,2014,16,1,2014,2,"Eixample",7,"la Dreta de l'Eixample",77,"Carrer","Balmes",1,430342.5055,4581939.062,2.166870025,41.38596423,"WEB","EMAIL"
"75",4232,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",15,1,2014,16,1,2014,6,"Gràcia",31,"la Vila de Gràcia",42,"Via","Augusta",64,429111.6316,4583517.541,2.151965081,41.40007349,"WEB","EMAIL"
"76",4192,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",15,1,2014,16,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","SMS"
"77",4179,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",16,1,2014,16,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","EMAIL"
"78",4500,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",18,12,2013,17,1,2014,3,"Sants-Montjuïc",17,"Sants - Badal",78,"Carrer","Carreras i Candi",31,427007.3465,4580643.629,2.12714063,41.37400109,"WEB","EMAIL"
"79",4535,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",20,12,2013,17,1,2014,9,"Sant Andreu",60,"Sant Andreu",45,"Riera","Sant Andreu",109,431882.3434,4587408.09,2.184669585,41.43535389,"WEB","EMAIL"
"80",4526,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",20,12,2013,17,1,2014,10,"Sant Martí",68,"el Poblenou",74,"Carrer","Espronceda",76,433619.548,4583972.247,2.205838116,41.40455372,"TELÈFON","EMAIL"
"81",4536,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",24,12,2013,17,1,2014,3,"Sants-Montjuïc",16,"la Bordeta",67,"Carrer","Parcerisa",9,427594.7611,4580072.91,2.134232425,41.3689139,"WEB","EMAIL"
"82",4329,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",2,1,2014,17,1,2014,10,"Sant Martí",68,"el Poblenou",70,"Carrer","Lope de Vega",99,433393.8968,4583980.629,2.203137799,41.40461054,"WEB","EMAIL"
"83",4323,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",15,1,2014,17,1,2014,10,"Sant Martí",68,"el Poblenou",73,"Carrer","Bac de Roda",61,433793.2911,4583946.008,2.207919421,41.40433171,"WEB","EMAIL"
"84",4546,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",16,1,2014,17,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"85",4434,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",16,1,2014,17,1,2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",15,"Carrer","Provença",588,431636.3396,4584578.087,2.182045274,41.40984412,"MÒBIL","EMAIL"
"86",5026,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",7,1,2014,20,1,2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",92,"Carrer","Diputació",207,429895.2552,4581988.3,2.161515592,41.38636885,"WEB","EMAIL"
"87",5151,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",8,1,2014,20,1,2014,10,"Sant Martí",68,"el Poblenou",65,"Carrer","Pujades",0,433305.9162,4583790.015,2.202106317,41.40288644,"TELÈFON","CARTA"
"88",5153,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",20,1,2014,20,1,2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",24,"Carrer","Degà Bahí",58,431887.6582,4584879.584,2.185018009,41.41258094,"WEB","EMAIL"
"89",5537,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",19,1,2014,21,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"90",5269,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",20,1,2014,21,1,2014,1,"Ciutat Vella",2,"el Barri Gòtic",30,"Carrer","Josep Anselm Clavé",29,431289.7962,4581048.214,2.178299868,41.37802209,"TELÈFON","NO VOL RESPOSTA"
"91",5697,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",14,1,2014,22,1,2014,2,"Eixample",6,"la Sagrada Família",52,"Avinguda","Diagonal",312,431115.9262,4583588.604,2.175931883,41.40088774,"WEB","EMAIL"
"92",5689,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",17,1,2014,22,1,2014,2,"Eixample",7,"la Dreta de l'Eixample",59,"Carrer","Girona",167,430189.3176,4583432.957,2.164865828,41.39940596,"WEB","IMMEDIATA"
"93",5613,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",21,1,2014,22,1,2014,1,"Ciutat Vella",3,"la Barceloneta",33,"Carrer","Baluard",102,432259.9712,4580979.647,2.18990866,41.37748678,"TELÈFON","IMMEDIATA"
"94",6269,"CONSULTA","Mobilitat","A peu o en bicicleta","Associacions i entitats",27,11,2013,23,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"95",6316,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",4,1,2014,23,1,2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",111,"Carrer","Calàbria",274,428481.7143,4582150.384,2.14459166,41.38770425,"WEB","EMAIL"
"96",6376,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",11,1,2014,23,1,2014,9,"Sant Andreu",61,"la Sagrera",62,"Carrer","Sagrera",162,432411.2139,4586309.1,2.191122143,41.42550034,"WEB","EMAIL"
"97",6506,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",23,1,2014,23,1,2014,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"98",7119,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",13,1,2014,27,1,2014,8,"Nou Barris",46,"el Turó de la Peira",47,"Carrer","Travau",71,430280.7769,4587013.753,2.165547144,41.43166481,"WEB","EMAIL"
"99",6958,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",14,1,2014,27,1,2014,5,"Sarrià-Sant Gervasi",23,"Sarrià",9,"Carrer","Major de Sarrià",0,426503.4821,4583594.865,2.120757962,41.40053574,"TELÈFON","NO VOL RESPOSTA"
"100",7137,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",14,1,2014,27,1,2014,7,"Horta-Guinardó",36,"la Font d'en Fargues",57,"Carrer","Peris i Mencheta",71,429860.7288,4586288.548,2.160604341,41.42509661,"WEB","EMAIL"
"101",7338,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",22,1,2014,27,1,2014,10,"Sant Martí",73,"la Verneda i la Pau",139,"Rambla","Prim",234,433402.9301,4586136.872,2.203008498,41.42403196,"TELÈFON","SMS"
